propid,createdate,propfor,proptitle,propdesc,projid,blkid,price,userid,propcat,proptype,propsize,sizeunit,category,opensite,frontface,backface,floor,housetype,furnished,bedrooms,videopath,transfer,urlid,entered_by,referred_by,recstatus,recdate,actstatus,pricetype,roadid,salestatus,adtype,catid,temp_loc,temp_road,temp_area,consage,conscond,reasondesc,showprice,social
641,2019-10-17 21:39:27,Sale, BAHRIA DOMINON TWIN TOWER 2 BED-A APARTMENTS AVAILABLE FOR SALE IN EASY INSTALLMENTS,"BEAUTIFUL AND LUXURIOUS 2 BED-A APARTMENTS AVAILABLE FOR SALE IN THE BAHRIA TOWN KARACHI IN EASY INSTALLMENT PLAN.
2 BED-A APARTMENTS ON INSTALLMENTS.
COVERED AREA: 992 SQUARE FEET
BOOKING PRICE:69,44,000 	
DOWN PAYMENT: 13,88,800
3 YEAR PAYMENT PLAN
POSSESSION: 13,88,800
BAHRIA TOWN KARACHI IS THE ICON OF STYLISH WAY OF LIFE STYLE WHERE BEAUTIFUL APARTMENTS ARE WAITING FOR YOU. ALL FACILITIES ARE AVAILABLE HERE.BEST PLACE FOR SECURITY PURPOSE. NO LOAD SHEDDING AND NO POLLUTION, HEALTHY ENVIRONMENT. SO CONTACT WITH US FOR MORE INFORMATION 
THANKS
COMMUNITY FEATURES.
MASTER PLANED GATED COMMUNITY
ADVANCED SECURITY AND RESCUE SERVICES
PAKISTAN’S LARGEST SHOPPING MALL
5-STAR INTERNATIONAL HOTELS
COMMERCIAL AREAS
GOLD CLASS CINEMAS
STATE OF THE ART SPORTS FACILITIES
WORLD CLASS SCHOOL, COLLEGE AND INTERNATIONAL UNIVERSITIES
INTERNATIONAL STANDARD HOSPITALS
INTERNATIONAL THEME PARK, PLAY LAND AND WATER RIDES
WONDERS OF THE WORLD MONUMENTS (EIFFEL TOWER, TAJ MAHAL AND STATUE OF LIBERTY)
JINNAH MOSQUE
LANDSCAPE PARKS
COMMUNITY SPORTS CLUB AND ZOO
TRANSPORT SYSTEM FROM BAHRIA TOWN TO CITY CENTER
100% BACKUP POWER(NO LOAD SHEDDING)
",9,597,1388000,231,Residential,Apartment,992,Sqf,General,East Open,Plots,Plots,None,None,N,0,,,992-sqf-apartment-for-sale-bahria-apartment-bahria-town-karachi-karachi-231-641,231,o,I,,Y,Total Price,1529,E,N,1,BAHRIA DOMINION TWIN TOWER,87,11,New,Normal,"",Y,Y
642,2019-10-17 21:40:32,Sale,BEAUTIFUL AND LUXURIOUS 2 BED-B APARTMENTS AVAILABLE FOR SALE IN THE BAHRIA TOWN KARACHI IN EASY INSTALLMENT PLAN.,"2 BED-B APARTMENTS ON INSTALLMENTS.
COVERED AREA: 1388 SQUARE FEET
BOOKING PRICE: 97,16,000
DOWN PAYMENT: 19,43,000
3 YEAR PAYMENT PLAN
POSSESSION: 19,43,000
BAHRIA TOWN KARACHI IS THE ICON OF STYLISH WAY OF LIFE STYLE WHERE BEAUTIFUL APARTMENTS ARE WAITING FOR YOU. ALL FACILITIES ARE AVAILABLE HERE.BEST PLACE FOR SECURITY PURPOSE. NO LOAD SHEDDING AND NO POLLUTION, HEALTHY ENVIRONMENT. SO CONTACT WITH US FOR MORE INFORMATION 
THANKS
COMMUNITY FEATURES.
MASTER PLANED GATED COMMUNITY
ADVANCED SECURITY AND RESCUE SERVICES
PAKISTAN’S LARGEST SHOPPING MALL
5-STAR INTERNATIONAL HOTELS
COMMERCIAL AREAS
GOLD CLASS CINEMAS
STATE OF THE ART SPORTS FACILITIES
WORLD CLASS SCHOOL, COLLEGE AND INTERNATIONAL UNIVERSITIES
INTERNATIONAL STANDARD HOSPITALS
INTERNATIONAL THEME PARK, PLAY LAND AND WATER RIDES
WONDERS OF THE WORLD MONUMENTS (EIFFEL TOWER, TAJ MAHAL AND STATUE OF LIBERTY)
JINNAH MOSQUE
LANDSCAPE PARKS
COMMUNITY SPORTS CLUB AND ZOO
TRANSPORT SYSTEM FROM BAHRIA TOWN TO CITY CENTER
100% BACKUP POWER(NO LOAD SHEDDING)
",9,597,1943000,231,Residential,Apartment,1388,Sqf,General,East Open,Plots,Plots,None,None,N,0,,,1388-sqf-apartment-for-sale-bahria-apartment-bahria-town-karachi-karachi-231-642,231,o,I,,Y,Total Price,1529,E,N,1,BAHRIA DOMINION TWIN TOWER,87,11,New,Normal,"",Y,Y
643,2019-10-18 23:21:46,Sale,Bin Alam City Islamabad 5 Marla plot for sale by  Alam Enterprises Islamabad,"Bin Alam City Islamabad 5 marla plot for sale
Ideal location and cheap price,
best and profitable investments
near New Airport Motorway M2 and Ring Road
Development work in progress on site
project by Bin Alam Developers

best chance to investment in Bin Alam City its profitable investments
water , electricity , gas , school , masjid , park and much more facilities in society.
ideal location project in islamabad.

Contact us for sale and purchase of Bin Alam City plots

we suggest you for best investment and living purpose.

Alam Enterprises (Pvt.) Limited.

www.ambd.com.pk
03-111-155-166
03-222-255-266",255,602,50000,209,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,5-marla-plot-for-sale-bin-alam-city-islamabad-islamabad-lahore-motorway-islamabad-209-643,209,ok,I,,D,Total Price,1544,E,N,1,islamabad,5,50,New,Normal,"",Y,Y
644,2019-10-18 23:34:14,Sale,ICHS TOWN 5 8 10 Marla plots for sale by Alam Enterprises Islamabad,"ICHS TOWN
Islamabad cooperative housing society
5 8 10 marla plot ideal location balloted plot for sale

society located 4km away from new Airport Islamabad & 1km from CPEC Islamabad

Approved society
developments work in progress on site
society compact with all modern facilities.

water , electricity, Gas, park, school, masjid, hospital etc
its profitable investments & very affordable price
booking open now

Contact us for sale & Purchase of ICHS TOWN Plots

Alam Enterprises authorized dealers of Islamabad cooperative housing society

Alam Enterprises
03-111-335-335
03-222-335-335
03-222-255-266
03-111-155-166

www.ambd.com.pk",56,211,250000,209,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,5-marla-plot-for-sale-islamabad-cooperative-housing-society-new-islamabad-airport-islamabad-209-644,209,z,U,2024-10-05 22:25:29,Y,Own Price,1746,E,N,1,islamabad,2,23,New,Normal,"",Y,Y
645,2019-10-18 23:43:58,Sale,Khanial Homes 5 8 10 Marla Plot for sale by Alam Enterprises Islamabad,"Khanial Homes Islamabad
5 Marla Corner plot for sale on easy installments
ideal location and balloted plots
booking start from 50 thousand only.

Khanial homes located on main motorway M2 near new Airport and CPEC
Ideal location and profitable investments.
its best chance for investments because now price is very affordable.
developments work in progress on site.

society have all facilities like water , Gas , Electricity, park masjid , school , Hospital , Colleges etc

Best Don't be missed.

Contact us for sale and purchase of plots in Khanial Homes

Alam Enterprises
www.ambd.com.pk

03-111-155-166
03-222-255-266",252,600,70000,209,Residential,Plot,5,Sqy,General,East Open,Plots,Plots,None,None,N,0,,,5-sqy-plot-for-sale-khanial-homes-chakri-road-rawalpindi-209-645,209,ok,I,,D,Total Price,1537,E,N,1,Islamabad ,5,34,New,Normal,"",Y,Y
646,2019-10-18 23:57:53,Sale,Al Mairaj Garden Islamabad 5 8 10 Marla plot for sale by Alam Enterprises ,"Al Mairaj Garden Islamabad
ideal location Balloted plots for sale on easy installments
Located on M2 CPEC near new Airport Islamabad
.
Available in 3, 5 , 10 Marla,1 and 2 kanal size Residential plots,4 Kanal Farm houses, and commercial plots of (2,4,6 and 8 Marla ) are available.
Booking starts with 30000 only.
Development work on site
.
Al Mairaj Garden purchaser of plot can get
Government Tehsil office Registry of his land on just 25 percent payment of total price of plot
.
Please contact today to invest in most rewarding project
Development start balloted plots no files plots with numbers
First visit the site then buy
.
https://www.facebook.com/alamenterprises786

Alam Enterprises (Pvt) Ltd.
03-111-155-166
03-222-255-266
www.ambd.com.pk

#world_class_hosuing_society #ichs #plots_available
#Al_Mairaj_Garden #Society #Town #Alam_Enterprises #Motorway #Airport #sales #Marketing #Developmen #AMBD",254,601,50000,209,Residential,Plot,5,Marla,General,East Open,Plots,Plots,None,None,N,0,,,5-marla-plot-for-sale-al-mairaj-garden-chakri-road-rawalpindi-209-646,209,ok,I,,D,Total Price,1539,E,N,1,islamabad,2,34,New,Normal,"",Y,Y
647,2019-10-19 12:35:52,Sale,House for sale at Gulshan e Maymar sector X-6,"216 Sq yd Double Story Bungalow Available For Sale at gulshan e maymar sector X-6 near Nawaz shareef park 
safe and Secure And Peaceful Environmen Reasonable Demand 
For Further Details Feel Free To Contact Us
Hiba Corporation
Tasleem Kayani
03212444599--03151044960
",67,235,17500000,93,Residential,Home,216,Sqy,General,East Open,Plots,Homes,None,Ground+1,N,4,,,216-sqy-home-for-sale-sector-x-gulshan-e-maymar-karachi-93-647,93,ok,I,,D,Total Price,535,E,W,5,Gulshan e Maymar sector X-6,100,16,Old,Normal,"",Y,Y
648,2019-10-24 04:57:20,Sale,ALQAIM MIDWAY CITY 400 Sq Yards Plot for Sale,"Alqaim Housing
ADJACENT TO ASF CITY
400 YARDS PLOT
NEXT TO CORNER ON MAIN 80ft Road Facing and very near to 100ft Road.
Cost of lnad paid
good for Investment
possession in December 2020
THIS SOCIETY IS ADJACENT TO ASF HOUSING WHERE PRICE OF 500YARDS IS AROUND 48LACS.",256,603,650000,287,Residential,Plot,400,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,400-sqy-plot-for-sale-al-qaim-midway-city-super-highway-karachi-karachi-287-648,287,self,I,,D,Total Price,1549,E,N,2,Alqaim Housing Superhighway,80,51,New,Normal,"",Y,Y
649,2019-10-28 04:27:03,Sale,Urgent House For Sale in Yousuf Goth (Surjani Town),"Urgent sale my corner house
Ground + one
Ground floor = Room + comman
First Floor = Room + comman

2 Attached Bathroom

Open Kitchen

Water + Gas + Electric + TV Cable + Internet Cable are available

Corner 45 sq yard area

Documents yousuf Goth File

Location

Yousuf Goth near 4K Chorangi, Surjani Town, Karachi.

Call text WhatsApp
0 3 1 8 -2 2 1 3 3 6 0

Urgent sale need money
demand 14 Lac.",297,276,1400000,201,Residential,Home,45,Sqy,Corner,West Open,Plots,Homes,None,Ground+1,N,2,,,45-sqy-home-for-sale-201-649,201,"",I,,D,Total Price,633,E,N,1,"Yousuf Goth near 4K Chorangi, Surjani Town, Karachi.",40,26,Old,Renovated,"",Y,Y
650,2019-10-29 01:07:26,Rent,240 YARD Ground +1 3 Bed DD HOUSE  for sale in Shadman  14 B,"6 Bed  D\D   iDEAL lOCATION ,good condition
NEAR TO MASJID,PARK SCHOOL
NO WATER,No Electric issue
SHADMAN TOWN  NEAR  PARK.
ilyas Estat",82,270,30000000,156,Residential,Home,240,Sqy,General,East Open,Plots,Homes,None,Ground+1,N,6,,,240-sqy-home-for-sale-shadman-town-north-nazimabad-town-karachi-156-650,156,self,I,,D,Total Price,617,E,W,1,sHADMAN TOWN  NEAR  PARK.,12,1,New,Normal,"",Y,Y
651,2019-10-29 23:34:50,Sale,Urgent Sale - Home in Yousuf Goth (Surjani Town),"Urgent sale my corner house
Ground + one
Ground floor = 1 Room + conman
First Floor =  1 Room + conman

2 Attached Bathroom

Open Kitchen

Water + Gas + Electric + TV Cable + Internet Cable are available

50 Square Yard Corner Area.

Location:
Yousuf Goth near 4K Chorangi, Surjani Town, Karachi.

Call text WhatsApp
0 3 1 8 - 2 2 1 3 3 6 0

Urgent sale need money
demand 14 Lac.
Negotiable. ",297,276,1400000,201,Residential,Home,50,Sqy,Corner,West Open,Plots,Homes,None,Ground+1,N,2,,,50-sqy-home-for-sale-surjani-town-surjani-town-karachi-201-651,201,self,I,,D,Total Price,634,E,N,16,"Yousuf Goth near 4K Chorangi, Surjani Town, Karachi.",40,26,Old,Renovated,"",Y,Y
652,2019-11-02 15:42:28,Sale,AHSAN GARDEN 120 YD Plot for Sale,"front of Greenwood apartment next to sadi town
120,200 ,400 yds 13 lac to 24 lac with all dues cleared files available
call 0313 2217166",16,86,2300000,291,Residential,Plot,120,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,120-sqy-plot-for-sale-ahsan-garden-and-ahsan-grand-city-scheme-33-karachi-291-652,291,self,I,,Y,Total Price,176,E,W,1,scheme 33,30,13,New,Normal,"",Y,Y
653,2019-11-03 02:17:20,Sale,80 Sqy Plot for Sale Sector 91 Phase 2 Taiser Town Karachi,"Good Location corner 80 Sqy Plot for Sale in Sector 91 Phase 2 Taiser Town Karachi
40 Paid with allotment
Near to main road
Direct alottee available",199,469,385000,63,Residential,Plot,80,Sqy,Corner,West Open,Plots,Plots,None,None,N,0,,,80-sqy-plot-for-sale-taiser-town-phase-ii-scheme-45-karachi-63-653,63,Burhan03453137558,I,,Y,Total Price,1140,E,L,16,Sector 91,24,15,New,Normal,"",Y,Y
654,2019-11-03 02:30:12,Sale,240 yards plot for sale in Sector 81 Taiser Town Karachi,"240 Sq Yards plot for sale
Good Location
Sector 81/3 
528,000 Paid
With Allotment
Demand 2.70 own",98,454,800000,63,Residential,Plot,240,Sqy,General,West Open,Plots,Plots,None,None,N,0,,,240-sqy-plot-for-sale-taiser-town-phase-i-scheme-45-karachi-63-654,63,Farrukh 03002206364,I,,Y,Total Price,1107,E,N,1,81/3,24,15,New,Normal,"",Y,Y
655,2019-11-03 22:10:32,Sale,Modern and Luxurious BAHRIA CENTRAL PARK APARTMENT available for sale in easy installments,"BAHRIA CENTRAL PARK APARTMENT 
Modern and Luxurious 2 bed apartment available in the BAHRIA TOWN KARACHI 
2 bed 1200sq feet
Total amount: 7450000
Down payment: 645000
4 year easy instalments.
Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal.
",257,604,645000,231,Residential,Apartment,1200,Sqf,General,East Open,Plots,Plots,1st,None,N,2,,,1200-sqf-apartment-for-sale-central-park-apartment-bahria-town-karachi-karachi-231-655,231,self,I,,Y,Total Price,1551,E,N,1,BAHRIA TOWN KARACHI ,23,11,New,Normal,"",Y,Y
656,2019-11-03 22:12:58,Sale,Modern and Luxurious BAHRIA CENTRAL PARK APARTMENT available for sale in easy installments,"BAHRIA CENTRAL PARK APARTMENT 
Modern and Luxurious 4 bed apartment available in the BAHRIA TOWN KARACHI 
4 bed pent house 
Area: 4000 sq feet
Total amount: 21650000
Down payment: 1745000
4 year easy quarterly instalments plan
Please Feel Free To Call Us If You Need Further Details About It. We Request That Only Serious Individuals Contact Us To Make An Immediate Deal.
",257,604,1745000,231,Residential,Apartment,2000,Sqf,General,East Open,Plots,Plots,None,None,N,0,,,2000-sqf-apartment-for-sale-central-park-apartment-bahria-town-karachi-karachi-231-656,231,self,I,,Y,Total Price,1551,E,N,1,BAHRIA TOWN KARACHI,23,11,New,Normal,"",Y,Y
657,2019-11-04 02:05:46,Sale,240 Yards House for Sale in Bufferzone 15 B,"House for sale in Bufferzon sector 15 B North karachi .
3 bed Room 
1 Drawing
4 bath room 
Kitchen American 
2 car parking . 
Near to masjid , school ,market and main road . ",18,139,23000000,250,Residential,Home,240,Sqy,General,East Open,Plots,Plots,None,Single,N,3,,,240-sqy-home-for-sale-buffer-zone-north-nazimabad-town-karachi-250-657,250,self,I,,Y,Total Price,227,E,W,1,bufferzon Sector 15 B ,40,1,Old,Renovated,"",Y,Y
